순번,회사명,공장대표주소(지번),업종명,전화번호
871,(주)디에스원 부산공장,부산광역시 강서구 화전동 592-11,그 외 기타 전기장비 제조업 외 5 종,051-832-6631
872,(주)디에스이,부산광역시 남구 용당동 206-47번지,"전기회로 개폐, 보호장치 제조업 외 3 종",051-266-8811
873,(주)디에스이엔지,부산광역시 강서구 대저1동 2726-1번지,컨베이어장치 제조업 외 1 종,051-973-6551
874,(주)디에스케이,부산광역시 영도구 남항동3가 141-139번지,선박 구성 부분품 제조업 외 5 종,051-417-7800
875,(주)디에스케이,부산광역시 강서구 미음동 820-2번지,선박 구성 부분품 제조업,051-417-7800
876,(주)디에이씨테크,부산광역시 해운대구 재송동 1209번지 센텀 아이에스타워 17층 1715,기기용 자동측정 및 제어장치 제조업,051-903-9531
877,(주)디에이치공업,부산광역시 사하구 구평동 422-10번지,도장 및 기타 피막처리업,미등록
878,(주)디에이치머티리얼즈 부산지점,부산광역시 사상구 감전동 500-21 (주)경부철강,그 외 기타 금속가공업,051-311-5083
879,(주)디에이치오션,부산광역시 남구 용당동 251-0 부경대학교용당캠퍼스 산학협력관 101-A호,방송장비 제조업,051-323-0329
880,(주)디에이치오션,"부산광역시 사상구 감전동 132-7 부산디지털밸리아파트형공장 503,504호",오락 및 스포츠용 보트 건조업 외 2 종,051-323-0329
881,(주)디에이치콘트롤스,부산광역시 강서구 미음동 1670-15,산업처리공정 제어장비 제조업 외 4 종,051-831-2654
882,(주)디에이치폴리,부산광역시 강서구 생곡동 1600-8번지,"고무, 화학섬유 및 플라스틱 성형기 제조업 외 1 종",051-831-3556
883,(주)디에이치하이드록스,부산광역시 사하구 장림동 1110-1번지,유압기기 제조업 외 6 종,051-265-5391
884,(주)디에이치하이드록스,부산광역시 강서구 송정동 1650-3번지,유압기기 제조업,051-265-5391
885,(주)디엔디이,부산광역시 해운대구 우동 1470번지 에이스하이테크21 7층 706 외 3필지,기타 기관 및 터빈 제조업 외 1 종,051-920-2480
886,(주)디엔디이,부산광역시 강서구 송정동 1735-1번지 부산광역시 신발산업진흥센타 협업화사업장 207호,기타 기관 및 터빈 제조업,051-920-2480
887,(주)디엔케이,부산광역시 강서구 녹산동 555-11,배전반 및 전기 자동제어반 제조업,051-262-0430
888,(주)디엔테크,부산광역시 사상구 감전동 501-8번지,기타 신발 제조업 외 1 종,070-8860-5499
889,(주)디엘시스템,부산광역시 동구 좌천동 68-938 홍익무선 빌딩 1층,방송장비 제조업 외 3 종,051-441-4700
890,(주)디엘시스템,부산광역시 기장군 정관읍 달산리 1113-4,배전반 및 전기 자동제어반 제조업,051-928-1465
891,(주)디엘이엔지,부산광역시 기장군 장안읍 월내리 661-1,배전반 및 전기 자동제어반 제조업 외 9 종,051-728-5533
892,(주)디엘창호,부산광역시 사하구 하단동 888-16,플라스틱 창호 제조업 외 1 종,051-205-1718
893,(주)디엘피,부산광역시 강서구 화전동  598-17번지,배전반 및 전기 자동제어반 제조업,051-971-9321
894,(주)디엠,부산광역시 강서구 구랑동 1194-1번지,"용기 세척, 포장 및 충전기 제조업 외 1 종",051-202-2019
895,(주)디엠텍,부산광역시 강서구 미음동 1003번지,합금철 제조업 외 1 종,055-327-9000
896,(주)디오,부산광역시 해운대구 우동 1464번지,정형외과용 및 신체보정용 기기 제조업,051-745-7791
897,(주)디오테크,부산광역시 기장군 장안읍 반룡리 903-1번지,자동차 차체용 신품 부품 제조업 외 1 종,051-636-6287
898,(주)디오텍,부산광역시 사하구 괴정동 571-8번지 일동지에닌 212호,그 외 기타 의료용 기기 제조업 외 2 종,051-292-6237
899,(주)디와이씨 인터내셔날,부산광역시 해운대구 우동 1473번지,가죽의복 제조업,051-523-0763
900,(주)디와이에스엠 부산직영점,부산광역시 강서구 화전동 591-2번지,절삭가공 및 유사처리업,051-973-1710
901,(주)디와이이엔지,부산광역시 사상구 감전동 152-16번지,"탭, 밸브 및 유사장치 제조업 외 2 종",051-314-6114
902,(주)디와이팩,부산광역시 사하구 장림동 345번지,기타 인쇄업,051-941-4005
903,(주)디유티코리아,부산광역시 사하구 장림동 914-4번지 외 2필지,"고무, 화학섬유 및 플라스틱 성형기 제조업 외 2 종",051-202-0586
904,(주)디유티코리아,부산광역시 강서구 화전동 594-2번지,"고무, 화학섬유 및 플라스틱 성형기 제조업 외 3 종",051-202-0586
905,(주)디이엑스,부산광역시 남구 대연동 259-4번지 3층,컴퓨터 모니터 제조업,051-583-2255
906,(주)디자인마인드플러스,부산광역시 사상구 감전동 142-14번지,간판 및 광고물 제조업,051-931-1259
907,(주)디자인월드,"부산광역시 중구 대청동3가 6-1번지 1,3층",경 인쇄업 외 1 종,051-916-1533
908,(주)디자인표현,부산광역시 사하구 하단동 892-1번지,간판 및 광고물 제조업 외 5 종,051-292-9922
909,(주)디제이에프,부산광역시 강서구 화전동 597-6번지,기타 가공 공작기계 제조업 외 1 종,051-312-3591
910,(주)디제이에프,부산광역시 강서구 미음동 792-1번지,금속 단조제품 제조업 외 1 종,051-312-3591
911,(주)디케이금속,부산광역시 강서구 범방동 1-144번지,금속 캔 및 기타 포장용기 제조업 외 3 종,051-343-9860
912,(주)디케이금속,부산광역시 강서구 미음동 1528-4번지,기타 구조용 금속제품 제조업 외 3 종,055-343-9860
913,(주)디케이씨,부산광역시 사하구 다대동  1504-1번지,기어 및 동력전달장치 제조업,051-262-1501
914,(주)디케이오스텍,부산광역시 기장군 정관면 달산리 148-7번지,그 외 자동차용 신품 부품 제조업 외 4 종,051-727-7071
915,(주)디프로매트,부산광역시 강서구 송정동 1583-4번지,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,051-831-4400
916,(주)디피메탈 제2공장,부산광역시 강서구 녹산동 1337-8,유압기기 제조업,051-831-5227
917,(주)디피이에이,부산광역시 사하구 하단동 840번지 부산동아대학교승학캠퍼스 창업관 3층 304호,"산업용 오븐, 노 및 노용 버너 제조업 외 1 종",051-220-7588
918,(주)라미트론,부산광역시 강서구 송정동 1559-5번지,금속 성형기계 제조업,051-713-3938
919,(주)라엘코리아,부산광역시 기장군 장안읍 오리 404,모조 귀금속 및 모조 장신용품 제조업,051-723-2428
920,(주)라엘코리아,부산광역시 기장군 기장읍 청강리 163-3번지,모조 귀금속 및 모조 장신용품 제조업,051-723-2428
921,(주)라온케이디,부산광역시 사하구 장림동 451-10 3층,"근무복, 작업복 및 유사의복 제조업 외 15 종",02-953-3320
922,(주)라온파워인터내셔널,부산광역시 금정구 금사동 37-10 보림팩토피아 603호 603호,축전지 제조업,051-791-0402
923,(주)라이스베이커리,부산광역시 해운대구 좌동 1461-7 영진파스타 101호,빵류 제조업,051-727-9121
924,(주)라이징썬,부산광역시 금정구 금사동 37-10 보림팩토피아 3층 309호 3층 309호,일반용 전기 조명장치 제조업 외 2 종,070-7760-7776
925,(주)라인테크엔지니어링(부산지점),부산광역시 강서구 지사동 1169-1,절삭가공 및 유사처리업,031-499-8688
926,(주)라텍,부산광역시 사상구 엄궁동 645-8번지,배전반 및 전기 자동제어반 제조업 외 2 종,051-312-7711
927,(주)라현,부산광역시 사상구 감전동 503-11번지,그 외 기타 1차 철강 제조업,051-323-9877
928,(주)락피쉬,부산광역시 서구 암남동 762번지 수산가공선진화단지 B동 5층 503 B동 5층 503호,수산동물 냉동품 제조업 외 1 종,051-717-3386
929,(주)래치원,부산광역시 사하구 장림동 975-93번지,"전기회로 개폐, 보호장치 제조업 외 1 종",051-325-6542
930,(주)램프쿡,부산광역시 사하구 신평동 577번지,수동식 식품 가공기기 및 금속 주방용기 제조업,051-201-4179
931,(주)러쉬엔터프라이즈,부산광역시 강서구 화전동 585-4번지,기체 펌프 및 압축기 제조업,051-413-9733
932,(주)럭스코 부산지점,부산광역시 사하구 장림동 980-17번지,변압기 제조업 외 5 종,051-262-8587
933,(주)럭키,부산광역시 사상구 학장동 286-48,절삭가공 및 유사처리업 외 7 종,051-314-0011
934,(주)런텍,부산광역시 강서구 미음동 1551-10,"증류기, 열교환기 및 가스발생기 제조업 외 4 종",051-831-0718
935,(주)레오테크코리아,부산광역시 기장군 장안읍 좌천리 497-5,기타 무선 통신장비 제조업 외 1 종,051-727-2889
936,(주)레오파드,부산광역시 강서구 녹산동 566번지,구두류 제조업 외 1 종,051-362-1213
937,(주)렌지메이트,부산광역시 사상구 덕포동 364-5번지,수동식 식품 가공기기 및 금속 주방용기 제조업,051-333-9599
938,(주)렘코,부산광역시 사상구 삼락동 117-10번지,유압기기 제조업 외 41 종,051-301-6222
939,(주)로드위드,부산광역시 사상구 감전동 132-7 부산디지털밸리아파트형공장 608호,기타 무선 통신장비 제조업,0507-1741-7525
940,(주)로버스텍,부산광역시 강서구 구랑동 1212-3번지,배전반 및 전기 자동제어반 제조업,051-715-7748
941,(주)로보스타비에스디,부산광역시 기장군 장안읍 장안리 692-6번지,그 외 기타 1차 철강 제조업,051-325-2901
942,(주)로보스텍,부산광역시 기장군 장안읍 임랑리 397-9,무인 항공기 및 무인 비행장치 제조업,051-977-8155
943,(주)로보원,부산광역시 강서구 미음동  1086번지,산업용 로봇 제조업,051-622-0412
944,(주)로보테크,부산광역시 사상구 엄궁동 652-12,산업용 로봇 제조업,051-301-6488
945,(주)로스팅코리아  ,부산광역시 기장군 장안읍 오리 717번지,커피 가공업,070-7765-1000
946,(주)로얄정공 부산지사,부산광역시 사하구 신평동 493 없음동 3층 307호,"탭, 밸브 및 유사장치 제조업 외 4 종",053-583-8651
947,(주)로코와,부산광역시 강서구 강동동 2938-10번지,주방용 전기기기 제조업,051-973-1090
948,(주)로텍     ,부산광역시 기장군 장안읍 반룡리 909-8,"전기회로 개폐, 보호장치 제조업 외 1 종",051-527-5001
949,(주)로프캠프,부산광역시 기장군 정관읍 달산리 1113-6번지,놀이터용 장비 제조업 외 5 종,051-728-5618
950,(주)로프캠프 제2공장,부산광역시 기장군 정관읍 달산리 1113-1,육상 금속 골조 구조재 제조업 외 5 종,051-727-5615
951,(주)로프캠프 제3공장 ,부산광역시 기장군 정관읍 달산리 1112-5,육상 금속 골조 구조재 제조업 외 2 종,051-727-5615
952,(주)로프캠프인도어,부산광역시 기장군 정관읍 달산리 1126-7,육상 금속 골조 구조재 제조업 외 2 종,051-727-5615
953,(주)루메나,부산광역시 기장군 기장읍 석산리 48번지,기타 전기 변환장치 제조업 외 1 종,070-5030-1947
954,(주)루트앤루트,부산광역시 금정구 남산동 989-8번지 나경유닉스빌라트 101호,방송장비 제조업 외 2 종,051-583-3800
955,(주)리더나인,부산광역시 강서구 송정동 1735-1번지,표면처리 및 적층 직물 제조업,051-832-0708
956,(주)리더스,부산광역시 북구 금곡동 812-8번지 부산지식산업센터 605호,기기용 자동측정 및 제어장치 제조업 외 3 종,051-342-5141
957,(주)리더스푸드,부산광역시 사상구 모라동 278-1번지,육류 포장육 및 냉동육 가공업 (가금류 제외),051-302-8723
958,(주)리더하이,부산광역시 동래구 온천동 1470 도시철도 미남역 상가9호,일반용 전기 조명장치 제조업,미등록
959,(주)리딩,부산광역시 사하구 다대동 1500-12번지,절삭가공 및 유사처리업,051-262-7758
960,(주)리딩,부산광역시 사하구 다대동 1509-1,"탭, 밸브 및 유사장치 제조업",051-262-7758
961,(주)리벤씨,부산광역시 영도구 동삼동 1 산학허브관 607호,선박 구성 부분품 제조업,051-466-8222
962,(주)리벤씨,부산광역시 강서구 송정동 1733-4 C동 402호,선박 구성 부분품 제조업,051-466-8222
963,(주)리빙글로리,부산광역시 금정구 금사동 69-2번지,수동식 식품 가공기기 및 금속 주방용기 제조업 외 1 종,051-891-1420
964,(주)리얼시큐,부산광역시 해운대구 재송동 1209 센텀아이에스타워 8층 804호 8층 804호,컴퓨터 제조업 외 1 종,051-552-9118
965,(주)리엔리,부산광역시 사하구 장림제2동 62번지,사무 및 회화용품 제조업,051-262-8311
966,(주)리오,부산광역시 강서구 녹산산업중로 51-20 (송정동),육상 금속 골조 구조재 제조업 외 1 종,051-831-4810
967,(주)리젠파워,부산광역시 금정구 금사동  37-10번지,변압기 제조업,051-528-1518
968,(주)리카,부산광역시 기장군 기장읍 청강리 141-6번지,기타 주변기기 제조업 외 1 종,070-8767-0030
969,(주)리키아지에스,부산광역시 강서구 송정동 1727-8번지,운송장비 조립용 플라스틱제품 제조업 외 1 종,051-831-2675
970,(주)리프팅글로벌,부산광역시 기장군 정관읍 예림리 315번지,금속선 가공제품 제조업,051-727-1583
971,(주)리호,부산광역시 사하구 장림동 1033-7번지,사무 및 회화용품 제조업,051-265-9777
